Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2026-03-03,09:00,CNR3643799,Cancelled by Driver,CUST8491,Prime Sedan,Anekal,Marathahalli,,,0,,1,Customer related issue,0,,,,,
2026-03-21,13:18,CNR6042870,Incomplete,CUST4281,Prime SUV,Kanakapura Road,ITPL,,,0,,0,,1,Other Issue,,,,
2026-03-12,09:32,CNR9181485,Incomplete,CUST7843,Bike,Mahadevapura,CV Raman Nagar,,,0,,0,,1,Other Issue,,,,
2026-03-29,23:16,CNR5394780,Success,CUST7559,Prime SUV,Ramamurthy Nagar,Vijayanagar,6.14,21.09,0,,0,,0,,568,18.99,3.2,4.3
2026-03-19,10:52,CNR9022894,Cancelled by Driver,CUST3538,Mini,Silk Board,Dasarahalli,,,0,,1,Customer related issue,0,,,,,
2026-03-28,19:07,CNR5627521,Success,CUST1411,Prime SUV,Banaswadi,Banaswadi,12.53,6.97,0,,0,,0,,1032,24.1,4,3
2026-03-19,07:08,CNR7697648,Success,CUST4338,Prime Plus,Basavanagudi,Anekal,9.21,21.9,0,,0,,0,,460,8.26,4.5,4.5
2026-03-21,02:08,CNR8627251,Success,CUST8582,Prime Plus,Brigade Road,Brookefield,4.79,9.21,0,,0,,0,,1130,10.66,4.5,4.1
2026-03-30,06:44,CNR5852302,Cancelled by Driver,CUST6707,Auto,MG Road,Bommanahalli,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-13,02:22,CNR5614978,Cancelled by Customer,CUST7944,Auto,Nagawara,Brookefield,,,1,AC is not working,0,,0,,,,,
2026-03-21,22:58,CNR4247077,Success,CUST5355,Prime Plus,Chandapura,Yelahanka,10.11,10.7,0,,0,,0,,1147,10.66,3.4,4.9
2026-03-21,11:12,CNR5276389,Cancelled by Customer,CUST8571,Prime Plus,Brigade Road,Silk Board,,,1,Wrong Address,0,,0,,,,,
2026-03-11,12:12,CNR8918865,Incomplete,CUST3071,eBike,Bellandur,MG Road,,,0,,0,,1,Other Issue,,,,
2026-03-15,01:40,CNR9578190,Incomplete,CUST5484,Auto,Malleshwaram,BTM Layout,,,0,,0,,1,Other Issue,,,,
2026-03-11,22:26,CNR2370260,Success,CUST3237,Auto,Horamavu,Frazer Town,14.35,7.8,0,,0,,0,,988,1.18,4.2,4.8
2026-03-02,04:25,CNR2434103,Success,CUST2853,Prime Sedan,Electronic City,Marathahalli,7.93,15.23,0,,0,,0,,172,5.91,4.9,3.2
2026-03-17,08:19,CNR8914897,Success,CUST1559,Auto,BTM Layout,Ramamurthy Nagar,4.94,5.64,0,,0,,0,,342,13.62,4.2,4.3
2026-03-09,12:21,CNR2460392,Cancelled by Driver,CUST3015,eBike,HSR Layout,Whitefield,,,0,,1,Customer related issue,0,,,,,
2026-03-30,15:59,CNR1690205,Success,CUST5403,Prime SUV,Kalyan Nagar,Devanahalli,10.53,24.45,0,,0,,0,,72,17.63,4.5,3.2
2026-03-05,12:48,CNR5095232,Success,CUST6082,eBike,Outer Ring Road,Marathahalli,12.95,14.22,0,,0,,0,,326,14.69,3.7,3
2026-03-30,16:55,CNR5317396,Success,CUST8007,Bike,Vijayanagar,Domlur,11.93,10.56,0,,0,,0,,150,5.95,4.6,4.7
2026-03-26,00:50,CNR9697801,Incomplete,CUST2655,Prime Plus,Sahakar Nagar,JP Nagar,,,0,,0,,1,Other Issue,,,,
2026-03-22,20:56,CNR3488901,Success,CUST2276,Mini,KR Puram,Basavanagudi,6.95,12.67,0,,0,,0,,522,10.78,3.4,4.1
2026-03-29,04:32,CNR9352980,Success,CUST9126,eBike,Sarjapur,Airport Road,9.09,22.98,0,,0,,0,,355,12.43,4.1,5
2026-03-20,10:06,CNR3035109,Incomplete,CUST3710,Prime Plus,Outer Ring Road,Banaswadi,,,0,,0,,1,Other Issue,,,,
2026-03-08,09:24,CNR4481910,Success,CUST5913,Prime SUV,JP Nagar,Yelahanka,12.17,22.09,0,,0,,0,,744,1.85,3.1,4.1
2026-03-26,11:13,CNR4520469,Incomplete,CUST2158,eBike,Indiranagar,Kalyan Nagar,,,0,,0,,1,Other Issue,,,,
2026-03-03,09:52,CNR5015748,Cancelled by Driver,CUST5696,Mini,Nagawara,KR Puram,,,0,,1,More than permitted people in there,0,,,,,
2026-03-19,04:46,CNR8957710,Success,CUST1724,eBike,MG Road,Bannerghatta Road,2.91,10.33,0,,0,,0,,341,4.52,4,3.4
2026-03-10,04:30,CNR2867164,Cancelled by Driver,CUST4424,eBike,Chandapura,Malleshwaram,,,0,,1,More than permitted people in there,0,,,,,
2026-03-06,15:37,CNR5964240,Success,CUST5600,Auto,Marathahalli,Chandapura,10.66,11.03,0,,0,,0,,708,23.19,3.5,4.1
2026-03-09,06:04,CNR3879516,Cancelled by Driver,CUST2048,Auto,Bannerghatta Road,Peenya,,,0,,1,More than permitted people in there,0,,,,,
2026-03-14,00:38,CNR4292133,Success,CUST4224,Bike,Indiranagar,Ulsoor,2.53,15.61,0,,0,,0,,837,8.19,4.6,4.8
2026-03-16,17:31,CNR7423071,Success,CUST1693,Prime SUV,JP Nagar,HSR Layout,9.78,19.67,0,,0,,0,,213,20.5,5,4.2
2026-03-04,06:15,CNR3829120,Success,CUST4747,eBike,Kadugodi,Silk Board,11.35,13.12,0,,0,,0,,441,12.3,4.8,4
2026-03-29,22:43,CNR5513188,Cancelled by Customer,CUST3398,eBike,ITPL,Sarjapur,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-20,06:49,CNR1506919,Success,CUST3597,eBike,BTM Layout,Ulsoor,14.92,11.24,0,,0,,0,,889,10.93,3.7,4.1
2026-03-03,02:22,CNR2379094,Success,CUST9819,Prime Plus,Jayanagar,Horamavu,4.26,21.01,0,,0,,0,,122,16.33,4.1,4.9
2026-03-16,05:01,CNR9961790,Success,CUST5477,Auto,Airport Road,Rajajinagar,14.42,21.01,0,,0,,0,,181,2.74,5,3.8
2026-03-18,02:53,CNR1677829,Cancelled by Customer,CUST9402,eBike,Sahakar Nagar,Devanahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-23,09:36,CNR5921622,Cancelled by Driver,CUST9279,Prime SUV,Peenya,Brigade Road,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-09,12:16,CNR8541632,Incomplete,CUST5815,eBike,RR Nagar,Horamavu,,,0,,0,,1,Other Issue,,,,
2026-03-04,23:27,CNR3291975,Success,CUST5069,Mini,ITPL,HSR Layout,14.16,14.2,0,,0,,0,,145,14.09,3,3.7
2026-03-26,23:39,CNR9446717,Incomplete,CUST8180,Prime Plus,Brigade Road,Yelahanka,,,0,,0,,1,Customer Demand,,,,
2026-03-12,11:06,CNR4714763,Cancelled by Customer,CUST8266,Prime Sedan,HSR Layout,Kadugodi,,,1,AC is not working,0,,0,,,,,
2026-03-27,07:58,CNR8616930,Cancelled by Customer,CUST7486,Prime SUV,Bommanahalli,Anekal,,,1,AC is not working,0,,0,,,,,
2026-03-19,21:26,CNR4433735,Cancelled by Driver,CUST3438,Prime Plus,Rajajinagar,BTM Layout,,,0,,1,Customer related issue,0,,,,,
2026-03-29,12:18,CNR9321576,Success,CUST7410,Prime Sedan,Brookefield,Richmond Town,14.38,6.27,0,,0,,0,,103,4.34,3.5,3.8
2026-03-09,16:10,CNR1243824,Cancelled by Driver,CUST4433,Prime Plus,Devanahalli,RR Nagar,,,0,,1,Customer related issue,0,,,,,
2026-03-11,05:29,CNR1758431,Cancelled by Driver,CUST4625,Mini,Dasarahalli,Kadugodi,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-10,22:40,CNR8606471,Cancelled by Driver,CUST9830,Mini,Dasarahalli,Electronic City,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-14,20:32,CNR4229305,Success,CUST3016,eBike,Sahakar Nagar,ITPL,6.53,18.27,0,,0,,0,,354,11.97,4.3,4.4
2026-03-21,03:12,CNR5908012,Cancelled by Customer,CUST1061,Bike,Sarjapur,Domlur,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-05,23:55,CNR8291763,Cancelled by Driver,CUST8629,Mini,Malleshwaram,Mahadevapura,,,0,,1,More than permitted people in there,0,,,,,
2026-03-05,05:41,CNR1672858,Success,CUST8945,Auto,Hennur,HSR Layout,11.71,7,0,,0,,0,,321,15.12,3.5,4.3
2026-03-05,16:53,CNR6996344,Cancelled by Customer,CUST1578,Auto,Ramamurthy Nagar,Koramangala,,,1,AC is not working,0,,0,,,,,
2026-03-23,11:51,CNR4178508,Success,CUST7808,Mini,Sarjapur,Indiranagar,10.93,14.11,0,,0,,0,,708,17.11,3.2,3.4
2026-03-30,07:30,CNR6763558,Success,CUST2701,Auto,CV Raman Nagar,RR Nagar,4.58,12.24,0,,0,,0,,336,15.6,3.7,4.4
2026-03-12,22:52,CNR5839737,Cancelled by Customer,CUST7818,Prime Sedan,Whitefield,JP Nagar,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-12,08:34,CNR5604846,Success,CUST5281,Prime SUV,Marathahalli,MG Road,12.3,20.13,0,,0,,0,,455,10.13,3.1,4.7
2026-03-27,17:30,CNR3564706,Success,CUST8361,Prime SUV,RR Nagar,Outer Ring Road,11.23,16.83,0,,0,,0,,802,12.93,3.3,4.1
2026-03-18,09:38,CNR2973079,Incomplete,CUST5917,Bike,JP Nagar,Banashankari,,,0,,0,,1,Customer Demand,,,,
2026-03-30,13:06,CNR2092305,Success,CUST6227,Bike,Nagawara,Nagawara,5.67,19.26,0,,0,,0,,884,2.51,4.5,4.3
2026-03-22,08:31,CNR5995670,Success,CUST7582,Prime SUV,Sarjapur,Banashankari,12.39,14.95,0,,0,,0,,80,4.35,4.8,5
2026-03-04,00:38,CNR1442264,Incomplete,CUST1466,Prime SUV,CV Raman Nagar,Brigade Road,,,0,,0,,1,Other Issue,,,,
2026-03-12,06:34,CNR9565235,Success,CUST6650,Prime Plus,Domlur,Basavanagudi,9.26,15.15,0,,0,,0,,106,11.1,4.4,4.1
2026-03-28,23:32,CNR6966898,Success,CUST2745,Prime Sedan,Bannerghatta Road,Kadugodi,11.77,11.9,0,,0,,0,,358,18.8,4.5,4.5
2026-03-20,07:11,CNR8301208,Success,CUST9399,Bike,Hebbal,CV Raman Nagar,10.46,18.27,0,,0,,0,,459,11.41,4.4,4
2026-03-08,05:02,CNR3882106,Success,CUST1607,Prime Plus,Frazer Town,Whitefield,11.52,17.5,0,,0,,0,,660,6.29,4.4,3.2
2026-03-09,00:12,CNR9936883,Success,CUST4147,Mini,Sahakar Nagar,Koramangala,14.85,15.52,0,,0,,0,,279,2.61,3.5,4.3
2026-03-27,06:21,CNR7761659,Success,CUST2452,Bike,Hebbal,MG Road,7.83,21.52,0,,0,,0,,356,15.58,4.6,3.8
2026-03-01,12:42,CNR6453164,Success,CUST2356,Mini,Bommanahalli,Mahadevapura,9.25,21.76,0,,0,,0,,332,3.17,4.4,4.6
2026-03-17,11:15,CNR7809708,Success,CUST3349,Prime Sedan,Chandapura,Brookefield,3.92,6.03,0,,0,,0,,1425,14.92,4.7,4.5
2026-03-15,12:14,CNR4254932,Success,CUST3530,Prime Sedan,Devanahalli,KR Puram,14.45,22.94,0,,0,,0,,322,17.97,4.6,4.5
2026-03-20,19:40,CNR7107146,Success,CUST4211,Prime Plus,Bommanahalli,Anekal,7.54,15.45,0,,0,,0,,1670,21.3,4.6,3.9
2026-03-06,21:19,CNR3787436,Success,CUST2391,Auto,Devanahalli,Bannerghatta Road,3.61,18.1,0,,0,,0,,227,18.71,3.2,3.5
2026-03-30,06:11,CNR9037455,Success,CUST4882,Bike,Airport Road,Sahakar Nagar,6.37,22.27,0,,0,,0,,332,20.25,3.4,4.4
2026-03-29,14:10,CNR1227596,Cancelled by Driver,CUST7666,Prime SUV,Koramangala,Rajajinagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-28,07:16,CNR4998387,Success,CUST2575,Prime Sedan,Ulsoor,Basavanagudi,6.3,17.48,0,,0,,0,,579,20.6,3.6,4.3
2026-03-18,17:46,CNR9811257,Success,CUST1721,Prime Plus,Peenya,Nagawara,5.01,5.9,0,,0,,0,,391,11.4,3.9,3.3
2026-03-20,23:50,CNR2497236,Success,CUST5283,Prime Plus,Vijayanagar,CV Raman Nagar,8.27,21.34,0,,0,,0,,158,18.19,3,5
2026-03-29,22:48,CNR3062462,Cancelled by Customer,CUST8041,Prime SUV,Sarjapur,Anekal,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-09,13:15,CNR1235757,Success,CUST1811,Prime SUV,Banashankari,Mahadevapura,13.94,18.24,0,,0,,0,,102,15.38,4.5,4.7
2026-03-29,20:17,CNR1351060,Cancelled by Customer,CUST8199,eBike,Kanakapura Road,RR Nagar,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-14,19:57,CNR6856218,Success,CUST6710,Auto,Frazer Town,Kalyan Nagar,3.44,11.1,0,,0,,0,,427,7.29,5,3.5
2026-03-28,01:48,CNR4620502,Success,CUST7860,Prime Plus,Indiranagar,Whitefield,2.89,7.41,0,,0,,0,,589,1.51,3.8,4.4
2026-03-30,18:20,CNR6819479,Cancelled by Driver,CUST2964,Auto,Ulsoor,Sarjapur,,,0,,1,Customer related issue,0,,,,,
2026-03-14,20:19,CNR5719266,Cancelled by Driver,CUST8711,Auto,Domlur,Kanakapura Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-01,19:43,CNR5208364,Success,CUST2059,Mini,Bannerghatta Road,Devanahalli,10.11,6.81,0,,0,,0,,778,1.89,3.7,4.1
2026-03-18,15:40,CNR5418005,Incomplete,CUST1996,eBike,Anekal,Domlur,,,0,,0,,1,Customer Demand,,,,
2026-03-09,03:55,CNR7179890,Cancelled by Driver,CUST9481,Prime Sedan,Devanahalli,Bommanahalli,,,0,,1,Customer related issue,0,,,,,
2026-03-11,11:07,CNR9959742,Cancelled by Driver,CUST8103,Mini,ITPL,Electronic City,,,0,,1,Customer related issue,0,,,,,
2026-03-29,23:59,CNR3473750,Incomplete,CUST8043,eBike,Airport Road,ITPL,,,0,,0,,1,Customer Demand,,,,
2026-03-09,11:23,CNR2154765,Success,CUST6462,eBike,Ulsoor,Kanakapura Road,12.19,24.08,0,,0,,0,,537,4.63,3.7,3.6
2026-03-24,01:55,CNR8663138,Success,CUST5684,Mini,Sahakar Nagar,BTM Layout,7.62,23.63,0,,0,,0,,882,20.08,3.1,4.6
2026-03-08,18:14,CNR8696171,Cancelled by Customer,CUST4636,eBike,HSR Layout,Jayanagar,,,1,Wrong Address,0,,0,,,,,
2026-03-23,12:20,CNR1827476,Success,CUST2999,eBike,HSR Layout,Sarjapur,7.48,8.99,0,,0,,0,,973,15.93,5,4.4
2026-03-16,02:39,CNR5031976,Success,CUST8080,Mini,Rajajinagar,Bannerghatta Road,4.52,8.85,0,,0,,0,,239,9.47,4.9,4.8
2026-03-21,15:55,CNR7686441,Cancelled by Driver,CUST3251,Mini,Malleshwaram,CV Raman Nagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-29,12:20,CNR8928964,Cancelled by Driver,CUST7149,Prime SUV,Jayanagar,Indiranagar,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-13,15:58,CNR1694987,Success,CUST3040,eBike,Sahakar Nagar,Peenya,10.58,15.73,0,,0,,0,,295,14.59,4,3
2026-03-18,17:30,CNR8713595,Cancelled by Customer,CUST2722,Prime Sedan,Richmond Town,Bellandur,,,1,Change of plans,0,,0,,,,,
2026-03-28,07:24,CNR3027182,Success,CUST9608,eBike,Indiranagar,Sahakar Nagar,9.18,17.41,0,,0,,0,,560,9.23,3.5,4
2026-03-05,01:29,CNR9067183,Success,CUST3148,eBike,Kanakapura Road,Airport Road,6.04,21.87,0,,0,,0,,93,2.54,4.9,4.8
2026-03-29,17:17,CNR1536550,Incomplete,CUST2346,Prime Sedan,Bellandur,Electronic City,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-13,22:51,CNR5487281,Success,CUST8678,eBike,Rajajinagar,Bommanahalli,10.16,17.7,0,,0,,0,,267,3.87,4.5,3.4
2026-03-15,03:59,CNR7642807,Success,CUST7691,eBike,Devanahalli,Koramangala,5.7,19.88,0,,0,,0,,632,13.52,4.3,3.1
2026-03-09,03:06,CNR6722947,Success,CUST8490,Bike,Outer Ring Road,Banashankari,10.05,6.15,0,,0,,0,,127,20.93,4.9,3.6
2026-03-08,23:48,CNR3305384,Success,CUST4085,Bike,Bellandur,Ramamurthy Nagar,3.99,17.44,0,,0,,0,,246,18.48,3.7,4.2
2026-03-25,10:36,CNR9922844,Success,CUST3237,Prime Plus,Shivajinagar,Banashankari,5.9,18.85,0,,0,,0,,197,24.2,3.2,4.6
2026-03-11,07:00,CNR9107293,Cancelled by Driver,CUST2570,Prime SUV,CV Raman Nagar,Dasarahalli,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-12,14:18,CNR6028906,Cancelled by Driver,CUST2836,Auto,JP Nagar,Banashankari,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-27,16:15,CNR2433182,Incomplete,CUST9218,Prime SUV,Koramangala,Malleshwaram,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-15,17:00,CNR9182548,Success,CUST9315,Prime Plus,Frazer Town,Basavanagudi,2.12,7.62,0,,0,,0,,570,12.21,4.8,3.4
2026-03-13,09:40,CNR8070294,Success,CUST9647,Mini,Koramangala,Electronic City,11.51,21.07,0,,0,,0,,52,8.24,3.5,3.1
2026-03-28,13:04,CNR8923256,Success,CUST5905,Auto,Rajajinagar,Bellandur,14.18,22.3,0,,0,,0,,85,8.22,4.3,4.8
2026-03-22,08:45,CNR4396193,Success,CUST7655,Bike,Electronic City,Yelahanka,13.24,22.97,0,,0,,0,,127,8.24,4.3,4.2
2026-03-17,06:49,CNR1304187,Success,CUST2389,Mini,Bellandur,Bannerghatta Road,7.85,19.76,0,,0,,0,,252,17.93,3.7,4.4
2026-03-06,12:36,CNR3034242,Success,CUST9046,eBike,KR Puram,Rajajinagar,6.36,21.29,0,,0,,0,,694,2.76,3.9,5
2026-03-02,10:30,CNR4300639,Success,CUST1949,Bike,Jayanagar,Sarjapur,6.66,24.78,0,,0,,0,,1914,22.46,3.1,4.6
2026-03-20,21:23,CNR2401088,Incomplete,CUST3263,Prime SUV,Kadugodi,Koramangala,,,0,,0,,1,Other Issue,,,,
2026-03-04,17:06,CNR4575627,Incomplete,CUST7494,Auto,Brigade Road,Vijayanagar,,,0,,0,,1,Customer Demand,,,,
2026-03-28,02:25,CNR8825156,Cancelled by Driver,CUST7511,Prime Plus,Whitefield,Kanakapura Road,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-26,11:39,CNR3494864,Success,CUST2544,Prime SUV,HSR Layout,Koramangala,14.65,17.47,0,,0,,0,,642,14.09,4.9,4.7
2026-03-30,10:28,CNR3321862,Incomplete,CUST8547,Prime Sedan,Rajajinagar,Sarjapur,,,0,,0,,1,Customer Demand,,,,
2026-03-21,11:39,CNR4717769,Incomplete,CUST5046,Mini,Indiranagar,Kanakapura Road,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-01,13:25,CNR3099922,Incomplete,CUST6830,Auto,Bannerghatta Road,Domlur,,,0,,0,,1,Customer Demand,,,,
2026-03-18,20:37,CNR3085930,Success,CUST3790,Mini,Ulsoor,BTM Layout,9.35,15.67,0,,0,,0,,470,10.3,3.3,3.8
2026-03-18,07:07,CNR2270935,Success,CUST1015,Auto,CV Raman Nagar,Basavanagudi,5.91,10.77,0,,0,,0,,222,11.3,3.2,4.2
2026-03-13,12:37,CNR5870117,Cancelled by Driver,CUST9549,Prime SUV,Indiranagar,Richmond Town,,,0,,1,Customer related issue,0,,,,,
2026-03-12,05:54,CNR2561500,Cancelled by Driver,CUST9200,Bike,Richmond Town,Silk Board,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-17,10:51,CNR7465877,Success,CUST1397,Auto,Bannerghatta Road,Marathahalli,11.41,16.71,0,,0,,0,,968,14.32,4.8,3.3
2026-03-19,22:42,CNR5811773,Incomplete,CUST3045,Auto,Chandapura,HSR Layout,,,0,,0,,1,Other Issue,,,,
2026-03-21,04:55,CNR1932817,Cancelled by Driver,CUST6565,eBike,Airport Road,Marathahalli,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-25,02:10,CNR8281751,Success,CUST6381,eBike,Vijayanagar,Outer Ring Road,13.78,15.31,0,,0,,0,,480,18.28,3.2,4
2026-03-07,06:48,CNR6445846,Success,CUST6164,Auto,Malleshwaram,Devanahalli,10.97,18.72,0,,0,,0,,649,5.62,3.4,3.5
2026-03-19,17:46,CNR9550263,Success,CUST6397,Prime SUV,Dasarahalli,ITPL,14.1,17.68,0,,0,,0,,835,6.99,4.2,4.6
2026-03-05,05:36,CNR6508138,Success,CUST8629,Mini,Brigade Road,BTM Layout,4.97,5.28,0,,0,,0,,124,1.07,3.6,3.1
2026-03-04,14:36,CNR5484729,Success,CUST9542,eBike,Sahakar Nagar,Richmond Town,12.39,19.21,0,,0,,0,,524,3.94,3,3.9
2026-03-15,03:28,CNR4875372,Incomplete,CUST1714,Auto,Indiranagar,Yelahanka,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-29,18:02,CNR6897750,Success,CUST7444,eBike,Domlur,Brookefield,2.76,20.17,0,,0,,0,,789,4.04,4.9,3.4
2026-03-17,22:19,CNR4341410,Cancelled by Customer,CUST3162,Auto,Yelahanka,Brookefield,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-02,09:01,CNR7567628,Success,CUST9810,Bike,Vijayanagar,JP Nagar,9.92,19.33,0,,0,,0,,188,22.8,3.1,3.3
2026-03-06,08:13,CNR7044519,Incomplete,CUST7718,Prime Plus,Outer Ring Road,Basavanagudi,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-17,11:41,CNR7805541,Success,CUST9089,eBike,Frazer Town,CV Raman Nagar,5.79,19.11,0,,0,,0,,299,4.12,3.1,4.9
2026-03-05,18:12,CNR2827919,Cancelled by Driver,CUST3787,Prime Sedan,Brigade Road,Sarjapur,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-03,14:33,CNR4839455,Success,CUST8022,eBike,CV Raman Nagar,Yelahanka,7.77,17.26,0,,0,,0,,108,9.11,4.6,4.9
2026-03-02,04:52,CNR9211660,Success,CUST1865,Prime Sedan,Anekal,Brigade Road,4.38,17.97,0,,0,,0,,265,19.43,3.8,4.3
2026-03-04,13:27,CNR5042985,Success,CUST6596,Mini,Bellandur,Electronic City,4.09,5.01,0,,0,,0,,852,5.35,4.3,5
2026-03-18,12:57,CNR5821634,Success,CUST1727,Mini,RR Nagar,Bommanahalli,14.78,20.51,0,,0,,0,,432,4.24,3.4,5
2026-03-11,15:58,CNR3587922,Incomplete,CUST8659,Auto,Malleshwaram,Bommanahalli,,,0,,0,,1,Customer Demand,,,,
2026-03-08,14:35,CNR2372995,Success,CUST2673,Prime Plus,Devanahalli,Sarjapur,12.2,14.58,0,,0,,0,,376,18.8,4.4,3.2
2026-03-27,14:23,CNR4538025,Success,CUST2173,Bike,Sarjapur,Banaswadi,6.22,15.96,0,,0,,0,,323,19.7,4,3.4
2026-03-08,16:05,CNR9603473,Success,CUST1231,Auto,BTM Layout,JP Nagar,13.49,12.38,0,,0,,0,,1053,23.75,4.6,4.5
2026-03-17,20:58,CNR6264217,Success,CUST8747,Bike,Yelahanka,HSR Layout,10.91,5.57,0,,0,,0,,119,19.8,4.5,4.6
2026-03-17,14:55,CNR3790467,Cancelled by Driver,CUST9803,Prime SUV,Domlur,Airport Road,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-09,13:26,CNR6408754,Cancelled by Driver,CUST5231,Prime Plus,CV Raman Nagar,CV Raman Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-15,07:40,CNR3889617,Success,CUST7953,Bike,Silk Board,Kalyan Nagar,3.12,7.15,0,,0,,0,,589,11.84,4.8,4.6
2026-03-21,17:40,CNR1191832,Cancelled by Driver,CUST1433,Auto,Basavanagudi,Malleshwaram,,,0,,1,More than permitted people in there,0,,,,,
2026-03-25,20:50,CNR6597224,Success,CUST2949,Auto,Bellandur,Malleshwaram,3.87,13.62,0,,0,,0,,554,9.32,4.4,4.1
2026-03-20,16:26,CNR5897909,Incomplete,CUST5951,eBike,Sahakar Nagar,Shivajinagar,,,0,,0,,1,Customer Demand,,,,
2026-03-23,11:03,CNR5925831,Cancelled by Customer,CUST6306,Mini,Ramamurthy Nagar,Devanahalli,,,1,Wrong Address,0,,0,,,,,
2026-03-23,17:21,CNR6366128,Success,CUST5204,Prime Plus,Sahakar Nagar,Electronic City,4.14,6.89,0,,0,,0,,1472,14.98,5,4.3
2026-03-20,04:58,CNR9936041,Success,CUST5707,Mini,Airport Road,Kadugodi,5.19,14.53,0,,0,,0,,401,17.28,4.5,4.1
2026-03-04,00:28,CNR8546438,Success,CUST1266,Prime SUV,Shivajinagar,Kanakapura Road,14.59,18.16,0,,0,,0,,96,3.32,4,4
2026-03-17,05:30,CNR1790576,Success,CUST3748,eBike,Hebbal,Airport Road,8.49,6.49,0,,0,,0,,249,6.12,3.3,4.2
2026-03-21,21:09,CNR6834026,Incomplete,CUST7752,Prime SUV,Ramamurthy Nagar,Chandapura,,,0,,0,,1,Customer Demand,,,,
2026-03-05,13:40,CNR5168813,Success,CUST3648,Prime Sedan,BTM Layout,Silk Board,9.81,6.38,0,,0,,0,,664,1.29,4.2,4.2
2026-03-01,14:07,CNR3001210,Success,CUST1267,Mini,MG Road,Richmond Town,4,15.68,0,,0,,0,,519,9.01,3.6,3.3
2026-03-09,07:24,CNR6012661,Incomplete,CUST8332,Prime Sedan,Nagawara,Bannerghatta Road,,,0,,0,,1,Customer Demand,,,,
2026-03-07,00:37,CNR5984759,Incomplete,CUST1035,Prime Plus,ITPL,Devanahalli,,,0,,0,,1,Customer Demand,,,,
2026-03-20,06:11,CNR8267705,Cancelled by Customer,CUST1996,Auto,Devanahalli,CV Raman Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-15,01:43,CNR5185138,Success,CUST5200,Auto,CV Raman Nagar,Sarjapur,2.82,13.26,0,,0,,0,,378,3.2,4.4,3.7
2026-03-26,22:00,CNR2173271,Success,CUST1126,Prime SUV,Shivajinagar,CV Raman Nagar,5.26,18.21,0,,0,,0,,141,18.05,3.4,3.8
2026-03-02,14:46,CNR1157169,Cancelled by Driver,CUST8681,Prime Sedan,Ramamurthy Nagar,JP Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-14,14:00,CNR2276145,Incomplete,CUST6215,Bike,Vijayanagar,Vijayanagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-07,21:14,CNR5826228,Incomplete,CUST8292,eBike,Hebbal,KR Puram,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-24,03:28,CNR6125511,Incomplete,CUST8110,Prime Sedan,Ramamurthy Nagar,Devanahalli,,,0,,0,,1,Other Issue,,,,
2026-03-05,19:20,CNR4319433,Success,CUST8940,Prime Sedan,Marathahalli,Basavanagudi,9.63,23.61,0,,0,,0,,835,10.4,4,4.4
2026-03-12,10:01,CNR4429983,Success,CUST3763,Mini,MG Road,Frazer Town,3.27,12,0,,0,,0,,116,19.98,3.4,3.4
2026-03-25,17:35,CNR7834359,Success,CUST8886,Auto,Sarjapur,Banaswadi,8.07,20.82,0,,0,,0,,690,19.3,5,4.7
